text,label,lang,text_trans
මං මේවගෙ තැනක ගෑනියෙක් හිටං ඉන්නව දැක්ක..තරමක පට්ට ඇන්ටි පාරක්..ගෙනට් දාපු එකක් වෙන්න ඇති... Ravi Yasas · 7 Jul 2017 Saw this yesterday at Kiribathgoda Makola Road. Today I didn't see any garbage bags there.,0,si,"I saw a woman standing in a place like this, probably a nice old lady with a handkerchief on her, Ravi Yasas."
මම දැක්කේ නෑ වගේයන්නේ පොටෝ එක දැක්කාම හිනා යනවා පකෝ,1,si,I don't know. I'm laughing at the photo.
මේකට උඩින් tweet එක දාපු එකා හරකා. යටින් දාපු එකා බූරුවා.,1,si,"The guy who tweeted over it, he's a jerk."
පොඩි එකා පට්ට ආතල් එකක් දෙනවා – ප්‍රවේගය ‍ෆිල්ම් එක කාපු එකෙක් Like එකක් දාලා Share පාරක් දාලා අපිට පොඩි support... URL,0,si,"The kid's having a great time, fast, a guy who ate the movie, put in a ""like"" and a ""share"" and a little support..."
"පීරපු කොණ්ඩේ ආයිත් පීරගෙන ගිහින් කෙල්ලගෙන අහපන්. උඹට කෑල්ල සෙට් වේවා කියා බොක්කෙන්ම සුබ පතනවා. * කෑල්ලගේ තාත්තගෙන්, අයියගෙන්, කොල්ලගෙන්, කොල්ලා කියලා හිතන් ඉන්න එවුන්ගෙන් ප්‍රවේසම් වන්න. (9/9) පිටපත හා සටහන",0,si,"The girl says, ""I'm going to have to go back to the house and get my hair done"". (Acts 20:9) The girl says, ""I'm going to be a good girl""."
තොපි ඔක්කොම පොට්ටයෝ,1,si,You're all little bastards.
සීගිරි ළඳ කැමරාවට පස්ස හරවයි,0,si,Sugar baby turns to the camera
අදත් ගියපාරටත් වඩා හොඳින් උඹ ගියා මැණික ඉස්සරහට... ට්විටරේ අපි ඉන්නකන් උඹ ඉස්සරහට යනව මිසක පස්සට ඒමක් නැමයි... උඹට කවුරු නැතත් පනටත් වඩා ආදරේ කරන සහෝදරයො ටිකක් මේකේ ඉන්නව.. Congratulations පණ,0,si,"You're better than you were today, you're better than you were last time, you're better than you were on Twitter, you're better than you are now, you're better than you're ever gonna be, and you're gonna be back, and you're gonna have a few brothers who love you more than you're ever gonna be."
මේක පට්ට... ආර් දුමින්ද සිල්වා මැතිතුමාගේ දේශපාලන ජීවිතය අමතක කරවමු. URL,0,si,"This is great, but let's forget about Mr. Silva's political life."
පුක තියෙන්නෙ රෙන මිස දෙන්න නෙවෙයි,1,si,The only thing that's not a bug is a Renna.
පුලුවන් අර ඇග ලොකු මහත මෝඩ මුස්ලිම් ගෑනිත් (මතක නෑ අප්පා නම ) ඕකත් බොරු වක් කියල ඔප්පු කරන්න හදයි ඒකිගේ ජාතිය බේරගන්න බැල්ලි.ඔක්කෝම එකයි තම්බි,1,si,"That fat, stupid Muslim woman, she's gonna prove it wrong to save her nation."
මන් ඌට මැසේජ් එකක් දෑම්මා දැන් ටික කාලෙකට කලින් වැඩ සෙට් වෙයි කරන් පලයන් කියල. ඌ සතියකට පස්සෙ වගේ රිප්ලයි කලේ . ඕකුන් ඔක්කොම එකයි බන්.,0,si,"I texted him a few days ago, and he's been working on it for a week, and he's been doing it for a week."
"පිල්ලෙයාන්ල, කරුණාලාගේ උදව් ගන්න හොඳයි සක්කිලි රාජපක්ෂලට. ෆීල්ඩ් මාර්ෂල්තුමා හිටපු LTTE අයට එන්න කිව්වම මුන්ගේ ඉත්තෑවො දුවනවා. එහෙම තමයි ගොනෝ උන්ගෙ අරමුණු ඉවත් කරන්න ඕනේ. මේ ගෙ ඒවා කෙයාර් කරල උබත් නෝන්ඩි වෙනවා. ොන්බයියො",1,si,"The old LTTE, when Field Marshal calls them, their faces run, and that's how the fools have to destroy their intentions."
අර මිනිහා මැරුන ගෑණි වගේ ඉහ බදාගෙන ඉන්නේ......,0,si,That man is bowing like a dead woman...
මීගමුව මාලු මාකට් එකේ කෙල පෙරාගෙන ඉන්න තමන්ගෙ අබ්බගාත පුතා එක්ක ඉන්නව අම්ම කෙනෙක්. කොල්ලො එහෙම ගියාම ඒ කොල්ලන්ට කෙලින්ම ලමයව පෙන්නල අම්මගෙන් සල්ලි ඉල්ලල දෙන්න වගේ ලයින් කරනව. මම ඒ කාලෙ දෙපාරක් වගේ දුන්න අම්ම එක්ක. පස්සෙ ඒ මාලු මාකට් එකට යන විදිහට සල්ලි.දෙන්න ගියානම් අපි ඉවරයි මාෂි · 31 Jul 2019 බස් එකට පොඩි කොල්ලෙක් වඩන් තාත්තෙක් නැග්ගා.දුක කියාගෙන සල්ලී ඉල්ලනවා.කොල්ලා බොලේ වගේ ඉන්නවා . මං සමෝස එකක් කකා දෙන්නා දිහා බැලුවා.මෙන්න මු මට ඇහැක් ගහලා.අර ඇගිල්ලෙන් ඇක්ශන් දලා ලගට කතා කරනවා වගේ සල්ලී ඉල්ලනවා. මුගේ අප්පට කියලා දෙකක් කියන්න හදද්දී.. තාත්තා ඌ අරන් බැස්සා,1,si,"Next thing you know, there's a mother with her son in the fish market, and the kids are going to show the kids and line up to ask for money from her, and I've given it to her twice, and then we're going to the fish market and we're done, Margie."
උඹ පල. උඹ අදාල නෑ.,1,si,You're not involved.
කෙල්ලංගෙ මූණු ප්‍රොෆයිල් පික්චර් එකට දාගෙන ඉන්න අඩුකුලේ පර හැත්ත. වහලෙ කඩං වැටිල මැරිය. -_- රැවටෙනවනෙ අප්පා,1,si,"The little guy who was wearing the girl's face in the profile picture, fell down the roof and died."
ඔය කියන්නේ කාබනික පෝර වැඩසටහන ගැන වෙන්න ඕන. ඒ වැඩසටහනට මිනිස්සු අකැමැති නෑ. ඒක අනාගතය වෙනුවෙන් ගත් මිනිස්සු අතර ජනප්‍රිය තීරණයක් වෙන්න තිබුණ අවුරුදු 20-30 ක නියම ප්ලෑන් එකක් ඇතුව හරියට කරා නම්. එක කන්නෙන් මුලු රටේම ගොවිබිම් පරික්ෂනාගාර කරන්න ගියපු එකයි වැරැද්ද.,0,si,"You're talking about the organic food program, which people don't like, and it would have been a popular decision for the future if it had been done right with a real 20- to 30-year plan, and it was wrong to go to farm labs all over the country in one season."
